Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS Code,CTS Name,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Below 2°C,,,,,3.9711,4.5987,4.4679,5.2041,5.1447,4.8653,4.9049
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Current Policies,,,,,3.9711,4.6647,4.6303,5.0297,5.2841,5.5602,5.7592
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Delayed transition,,,,,3.9711,4.6647,4.6303,5.7319,5.3499,4.7767,4.1935
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Fragmented World,,,,,3.9711,4.6647,4.6303,4.854,5.2447,5.5672,5.6393
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Low Demand,,,,,3.9711,4.6568,4.3352,5.2357,4.7106,4.1262,4.1033
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,3.9711,4.541,4.3304,4.7696,5.0737,5.4085,5.3735
United States,US,USA,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Net Zero 2050,,,,,3.9711,5.1474,5.5306,5.9206,5.9116,4.9651,4.4127
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Below 2°C,,,,,15.5687,16.0477,16.385,16.41,16.1754,15.627,14.4189
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Current Policies,,,,,15.5687,15.7649,16.013,16.1394,16.1723,16.0801,15.5723
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Delayed transition,,,,,15.5687,15.7649,16.0131,16.4237,16.1372,14.9139,13.6029
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Fragmented World,,,,,15.5687,15.7649,16.013,16.1789,16.0212,15.5498,14.3843
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Low Demand,,,,,15.5687,15.7607,15.4347,15.1367,14.7839,14.267,13.3889
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Nationally Determined Contributions (NDCs),,,,,15.5687,15.7736,15.7968,15.9684,16.0186,15.9103,15.4521
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,GCAM,Net Zero 2050,,,,,15.5687,16.067,16.4476,16.3058,15.71,15.1064,14.5671
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Below 2°C,,,,,2.5589,3.8325,3.4669,4.159,4.226,4.8885,5.1067
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Current Policies,,,,,2.5589,3.7471,3.9926,4.6026,4.6044,5.3304,5.385
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Delayed transition,,,,,2.5589,3.7471,3.9926,4.6639,4.2107,5.1287,6.1551
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Fragmented World,,,,,2.5589,3.7471,3.9926,4.934,4.2899,5.458,6.1765
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Low Demand,,,,,2.5589,3.8325,1.4219,3.6432,3.8865,8.9198,2.4159
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,2.5589,3.8325,3.9208,4.3825,4.2749,5.0653,5.395
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,2.5589,3.8325,2.5837,5.1853,9.5309,3.0133,5.3346
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Below 2°C,,,,,11.1918,12.3944,13.1936,13.1533,14.3813,15.7881,17.0372
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Current Policies,,,,,11.1918,12.923,13.7395,14.0862,15.7503,17.553,19.4513
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Delayed transition,,,,,11.1918,12.923,13.7395,13.6337,14.3796,15.898,17.1657
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Fragmented World,,,,,11.1918,12.923,13.7395,13.8446,15.3055,17.0406,18.6781
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Low Demand,,,,,11.1918,11.7366,11.065,11.3465,12.1038,12.9514,13.7653
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,11.1918,12.8033,13.4785,13.705,15.3123,17.1199,18.7941
United States,US,USA,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Net Zero 2050,,,,,11.1918,12.1243,12.6335,12.2863,12.9663,13.827,14.5051
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Below 2°C,,,,,0.8169,2.1234,3.732,4.971,6.5151,8.4538,11.0221
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Current Policies,,,,,0.8169,2.0361,3.2491,3.9447,4.6447,5.4409,6.3567
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Delayed transition,,,,,0.8168,2.036,3.249,4.7156,6.5404,9.0778,13.2524
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Fragmented World,,,,,0.8168,2.0362,3.2493,4.4534,5.8963,7.4783,9.6265
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Low Demand,,,,,0.8171,1.5919,2.5773,3.9176,5.6546,8.2274,10.5315
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,0.8169,2.0317,3.657,4.3267,5.1788,6.1562,7.2753
United States,US,USA,Primary energy,Solar,EJ/yr,GCAM,Net Zero 2050,,,,,0.8171,2.2914,4.065,5.7138,8.0813,11.6117,14.3679
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,1.1544,1.7969,3.8095,5.6034,6.7089,8.2267,10.0041
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,1.1506,1.6829,2.1858,3.7887,6.5008,6.6905,7.4212
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,1.1483,1.6785,2.1789,5.0932,6.7497,8.4288,10.6726
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.603,0.9662,1.4031,3.4942,5.0706,6.484,8.4804
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,1.1568,1.8031,4.2312,6.9241,7.8215,7.4785,7.6849
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,1.1517,1.7928,3.4042,5.5833,6.7955,7.1208,8.5019
United States,US,USA,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,1.1567,1.8007,4.4735,9.1795,11.2126,11.9575,13.0992
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,1.5043,4.2209,9.7,14.8442,17.0228,17.2759,16.7937
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,1.5043,4.0934,7.2481,10.1711,12.016,12.4619,12.1194
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,1.5043,4.0934,7.2481,11.4904,16.9187,18.8286,18.4373
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,1.5043,4.0934,7.2481,10.8368,14.973,17.2697,17.8133
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,1.5043,4.2046,9.3824,13.1433,13.5917,12.1995,10.6412
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,1.5043,4.2163,10.1224,14.7195,16.7693,17.348,17.1595
United States,US,USA,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,1.5043,4.2209,11.4635,16.8531,18.524,18.2383,17.0989
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Below 2°C,,,,,3.1985,3.0428,2.9216,2.5759,2.1551,1.7942,1.4673
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Current Policies,,,,,3.2205,3.1307,3.3251,3.4887,3.5841,3.5414,3.4558
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Delayed transition,,,,,3.2205,3.1307,3.3251,2.9485,2.4356,1.9409,0.9368
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Fragmented World,,,,,3.2142,3.123,3.3163,3.1942,2.9076,2.5557,2.1397
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Low Demand,,,,,3.18,3.0098,2.86,2.3126,1.7434,1.2681,0.8706
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,3.2174,3.1047,2.9398,2.9566,2.9803,2.8949,2.7705
United States,US,USA,Final energy,Solids,EJ/yr,GCAM,Net Zero 2050,,,,,3.1873,3.0085,2.6555,2.0971,1.4824,0.8805,0.5641
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.9647,1.2936,1.068,0.8373,0.2573,0.0926,0.2461
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,1.0175,1.1044,1.2479,1.2986,1.0469,1.0785,1.2263
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,1.0142,1.0997,1.2439,0.8408,0.6629,0.4827,0.6217
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,0.9799,1.0754,1.2135,0.9824,0.4108,0.344,0.0783
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,1.0273,1.3543,1.2718,1.1464,0.9513,0.8889,0.8995
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.9986,1.3232,1.5168,1.7943,0.9286,0.8906,0.847
United States,US,USA,Final energy,Solids,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.9717,1.3014,1.6312,1.0983,0.9904,0.8953,0.4131
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,2.7275,2.9577,2.8034,2.314,1.8255,1.4219,1.1833
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,2.7275,2.9612,2.8157,2.589,2.385,2.3727,2.8339
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,2.7275,2.9612,2.8157,2.4003,1.5704,1.208,0.9551
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,2.7275,2.9612,2.8157,2.4666,1.7298,1.2934,1.0646
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,2.7275,2.6785,2.2744,1.8349,1.4195,1.071,0.8247
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,2.7275,2.9552,2.832,2.3491,1.9211,1.5711,1.3213
United States,US,USA,Final energy,Solids,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,2.7275,2.9054,2.5783,2.0757,1.6467,1.2867,1.0245
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Below 2°C,,,,,1136.0722,1008.6952,897.0364,913.7419,909.9161,870.7643,822.4454
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Current Policies,,,,,1136.0721,1115.392,1075.961,1115.292,1169.1437,1205.8238,1238.6834
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Delayed transition,,,,,1136.0814,1115.4057,1075.9703,909.6995,886.0078,761.6861,628.4882
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Fragmented World,,,,,1136.0721,1115.3921,1075.9607,890.1077,861.0303,816.7974,758.6914
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Low Demand,,,,,1136.0721,1000.1792,886.6988,877.9735,837.3175,727.922,711.1909
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,1136.0721,1124.5735,1006.5227,1048.5045,1093.5828,1115.4878,1147.1282
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,GCAM,Net Zero 2050,,,,,1136.0721,975.626,885.7142,869.9216,803.1348,708.5611,691.6369
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,1152.2059,900.9538,861.5012,754.1454,734.2805,645.9896,557.3916
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,1152.2059,1120.5702,1006.4624,928.6061,1058.5616,1087.1951,998.7487
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,1152.2059,1120.5702,1006.4624,852.4675,888.3643,843.6251,717.3791
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,1274.5733,1222.5429,1088.0405,925.2487,945.4246,888.0222,731.4627
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,1152.2059,900.9538,801.5769,685.6248,646.0017,574.9223,498.0817
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,1152.2059,900.9538,743.6254,781.5625,770.9425,697.7959,624.5383
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,1152.2059,900.9538,817.5202,675.9729,634.7829,551.0233,470.0733
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Below 2°C,,,,,1422.0104,1363.1495,1316.6694,1192.2334,1219.617,1267.4069,1289.739
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Current Policies,,,,,1422.0104,1495.8774,1555.9358,1610.5797,1664.5479,1736.8735,1815.9756
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Delayed transition,,,,,1422.0104,1495.8774,1555.9358,1295.1737,1170.5738,1181.4496,1212.0533
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Fragmented World,,,,,1422.0104,1495.8774,1555.9358,1458.4419,1425.2021,1434.704,1471.3171
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Low Demand,,,,,1422.0104,1275.6585,1128.1691,1025.9814,1014.0918,1030.5121,1049.2601
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,1422.0104,1328.9092,1273.4492,1311.9073,1344.5841,1415.5841,1484.5681
United States,US,USA,Emissions and CCS,Total non-CO2 emissions,Mt CO2-equiv/yr,REMIND-MAgPIE,Net Zero 2050,,,,,1422.0104,1320.4158,1226.0509,1150.7923,1165.657,1210.8625,1251.6817
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Below 2°C,,,,,3.109,5.379,8.3439,10.4106,12.8448,15.1464,17.1849
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Current Policies,,,,,3.1089,5.2105,7.2205,8.225,9.2484,10.0264,10.3786
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Delayed transition,,,,,3.1084,5.2099,7.2199,9.7977,12.8102,15.8715,19.2897
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Fragmented World,,,,,3.1088,5.2105,7.221,9.2571,11.6316,13.5504,15.2244
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Low Demand,,,,,3.1095,4.3609,5.9263,8.2761,11.0872,14.1537,15.6572
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),,,,,3.109,5.2045,8.165,9.0393,10.2884,11.2843,11.8334
United States,US,USA,Primary energy,Wind,EJ/yr,GCAM,Net Zero 2050,,,,,3.1096,5.7237,9.1413,11.9425,15.5291,19.4816,20.8874
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,,,,,0.977,2.3624,2.5396,2.6896,2.932,3.6666,6.2043
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,,,,,0.9737,1.0137,1.0027,2.2159,2.6784,2.7644,2.8578
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,,,,,0.9719,1.0111,0.9996,2.9976,3.299,4.4866,6.1202
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,,,,,1.1318,1.1484,1.1123,2.6769,2.6418,3.4196,5.0113
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,,,,,0.9789,2.3703,2.4585,3.9185,4.1395,4.4616,5.0749
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),,,,,0.9746,2.357,2.5134,2.7636,2.9132,3.4869,3.6008
United States,US,USA,Primary energy,Wind,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,,,,,0.9789,2.3671,6.9694,8.6008,8.1909,9.1593,10.434
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Below 2°C,,,,,1.9958,3.8095,5.9289,7.894,9.2278,10.2029,10.6965
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Current Policies,,,,,1.9958,3.5177,4.788,5.8616,6.5994,7.1852,7.4726
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Delayed transition,,,,,1.9958,3.5177,4.788,6.4057,8.3712,9.9993,10.8823
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Fragmented World,,,,,1.9958,3.5177,4.788,6.3146,8.2433,10.1575,11.4474
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Low Demand,,,,,1.9958,3.5354,5.4234,6.9009,7.4241,7.3419,6.8802
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),,,,,1.9958,3.9921,6.4833,8.5622,9.9376,10.8901,11.3621
United States,US,USA,Primary energy,Wind,EJ/yr,REMIND-MAgPIE,Net Zero 2050,,,,,1.9958,4.2708,7.4904,10.194,11.5125,12.1022,12.009
