Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,992.663357,976.7117048,893.2505203,899.4152563,1011.031131,1092.853384,1058.146562,789.002488,705.3030102,675.6277193,656.055539,528.5212654,554.9308874,538.2900745,499.9917748,526.4280616,457.0756673,451.9888832,430.2472286,417.7581558,430.091066,412.0321962,393.9014356,370.7623584
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1918.951562,1742.135973,1614.384112,1903.730943,1751.034697,1215.473549,1187.55459,1286.429009,995.3946625,771.6602016,574.5824411,522.2351883,472.7227173,378.8769976,531.4812436,455.1737224,346.6868984,359.6046843,395.9655643,383.4765865,516.0803487,621.2504544,469.2030722,381.878218
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,304.537399,297.0590146,278.7603624,265.5651449,311.0265947,274.4976663,324.6507275,220.5041815,187.5509884,175.0063128,152.0248548,131.3163327,148.2006951,138.8540697,100.4918122,92.16751178,90.12645934,79.07557525,75.82768453,69.29151472,60.17211449,60.27979362,54.83158101,48.55005656
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,407.5906259,398.3253191,388.1165679,366.2645185,359.4967595,332.620273,335.2372633,333.0852986,312.0891805,289.47745,271.476567,253.5590088,240.8197996,243.3338153,247.2454635,226.4447288,218.4932018,202.9817011,203.0170559,186.8917428,175.6564007,171.8545722,160.4819055,162.0742201
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,255.4602873,268.1955137,260.1315608,264.7269925,252.6160357,266.0291314,257.6564695,255.7025577,242.7342737,237.9177029,221.6034216,211.1587758,212.743456,197.7382011,192.0165514,184.6584943,162.9339601,147.9473068,144.7775602,138.6168298,122.7674403,121.6697936,125.1600225,134.0812443
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,459.362299,453.2445712,468.1916625,515.2733948,519.0191744,487.9233829,502.9157965,376.60565,335.8702055,332.0794243,300.3341941,239.857917,271.4497111,245.2852787,211.2787318,221.009194,227.2473843,206.6275202,186.0353466,195.6903533,161.4989131,162.5000683,139.0582082,129.4568902
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,9594.854525,9498.012014,10188.27776,10330.07463,8644.247368,7657.71588,6443.684405,8351.527851,7976.600442,7844.218453,6836.099122,6571.372951,6318.065432,5299.450019,5853.813578,5436.845691,5285.926704,5236.635383,4947.005144,4517.252974,4451.978341,4565.318082,4274.93486,4066.394148
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,555.972379,528.3286462,540.1562246,525.2549597,557.9522963,546.3379983,588.7605162,466.8007098,427.0274097,400.0150275,359.7518201,304.2626725,320.1194544,325.7509254,286.8662037,294.6773857,283.355852,259.1554275,254.9090887,245.7658472,219.7425243,213.4843694,188.3575956,180.5341524
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,184.090147,180.4589484,174.4158694,166.8885277,184.1927366,183.9116396,131.1395648,116.2373037,117.8595868,121.4331466,106.0934599,97.00036214,107.4842921,128.1998221,100.951341,102.5130591,96.09298081,77.01508225,89.99794727,78.4235823,71.95556268,67.31557473,66.87334489,65.91250589
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,388.9916889,249.1127942,288.5598573,313.6343918,352.8276791,235.0552171,230.6714538,255.5862949,247.2729995,339.569991,262.4820509,173.9390707,161.4675638,178.6707483,151.4597333,163.1284521,205.5090204,137.5079304,147.1730587,161.6061362,114.3925749,100.9842733,108.8661343,86.52937886
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,583.7429733,562.0648598,582.8149722,578.5674336,557.9786347,572.3788858,597.8028864,529.8556583,480.7699833,478.3372245,473.84996,422.019435,433.3202018,429.866224,367.6409412,373.9608733,344.9896679,308.5095214,301.8138917,290.0347764,264.1067092,263.5400237,247.9701263,238.7370961
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,203.3228396,200.0927601,192.1229734,188.2419594,197.9838339,203.2772858,206.7839297,159.4387188,149.2896355,133.8764863,135.0925739,115.7202686,116.4692987,119.0481043,106.4480272,117.4188106,110.785887,106.6627321,104.1988858,101.1644711,91.76390598,87.51514099,82.14096357,73.14648202
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,174.3651615,173.9512691,193.3532844,182.8816625,218.7539096,226.0504288,187.1797821,137.2792957,126.2179933,108.7984754,109.9053701,95.84660045,112.3775972,102.6256909,92.9987674,92.11816512,85.37900081,83.67926703,78.18489579,72.10397971,62.25122647,57.18943589,55.85921258,56.36816939
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,1429.465308,1384.740311,1415.368793,1132.375098,989.0913118,807.8091414,661.2518919,758.1097007,703.0595912,711.4423701,738.4813733,691.0989481,690.6082464,591.9256752,563.921972,590.4124021,603.7152802,594.0512142,627.8924916,580.7011494,544.22255,544.3222221,476.6343225,418.8442497
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,408.9682164,400.3733096,414.6992607,371.8160066,390.1375777,387.8358477,406.1741035,328.7296699,313.7863487,290.9328799,259.7699069,227.2438197,236.8064703,235.8785515,203.2452758,204.0068693,193.2860311,182.2829569,173.8317277,170.4882444,149.2312118,143.8831978,129.2836205,125.9884634
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Manufacturing nec; repair and installation of machinery and equipment,Units,393.492281,358.1356138,465.4012876,478.5462615,440.05794,333.2970795,367.6280597,385.1526686,361.4956725,339.290733,319.8576781,280.3199061,284.389931,288.3862088,266.6822649,281.5219078,258.6334283,234.492778,235.5491739,220.3817831,205.3829041,199.5467121,176.0658064,168.7451005
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, energy producing products",Units,1537.860959,1326.853719,1284.452051,1524.768685,1304.27687,1012.834168,936.5880792,1188.55144,941.3841758,794.8911861,603.2414464,548.8596895,509.2416225,412.8061766,584.3418757,517.1213409,464.6730611,459.0709697,439.4626137,407.2933998,599.4639401,677.4093048,537.769799,466.5712545
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, non-energy producing products",Units,871.5397354,842.8666609,854.203407,730.8636353,603.3569238,608.0501394,629.7602351,701.8512246,662.2382715,586.3802485,558.4980145,554.2229188,491.3057976,497.4858742,426.1887327,409.6314265,443.2875886,469.586284,464.9654397,450.9408813,469.031019,428.0100287,358.1821871,344.9363794
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Mining support service activities,Units,282.4592894,283.4845398,207.7476137,211.7192921,167.574677,130.8240148,125.4116489,226.5237476,228.8880657,235.3553329,213.5934287,213.8527642,193.1307452,179.6217135,170.9436255,152.245089,167.116316,179.5817182,178.2764347,165.6486493,191.2939119,207.1277911,183.6275091,140.5607985
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Motor vehicles, trailers and semi-trailers",Units,368.3456425,354.1338788,364.7555256,336.2662707,358.5069541,351.7640019,384.827475,304.3022286,275.709371,255.3194461,235.7436416,210.3701561,227.2478136,241.8060609,259.596285,214.9403518,196.796998,172.5752057,167.2175744,159.8553604,140.1038047,135.5289468,123.0504331,120.4098867
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other non-metallic mineral products,Units,1385.872491,1360.541476,1322.582717,1236.734568,1269.322035,1260.952364,1247.058217,1166.289362,1028.146877,1037.907536,995.870194,946.083649,954.9105411,930.4703524,892.4392092,873.7406511,770.9738215,749.6049751,711.6059295,668.7625835,594.6858373,541.7148376,534.0084058,542.4111235
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other service activities,Units,217.8997008,212.867933,184.4275833,181.0131069,178.8748246,179.2589449,215.537617,162.9776497,162.1513648,156.4087955,142.9431607,129.0885661,130.1601966,149.3344777,118.4020203,133.2915924,127.4923242,109.5477641,111.8200051,107.8388947,97.33251305,95.81631589,89.99248263,85.69136023
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other transport equipment,Units,274.2057275,246.3230489,263.9823322,266.492013,248.5143578,233.775152,265.4418757,233.7371711,205.1454216,182.997866,177.3474921,145.2890681,149.3951246,152.3826642,124.2042088,126.3231631,108.1260499,109.0448816,102.3817902,95.81994112,84.32668266,79.11597343,78.71011321,70.8691719
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Paper products and printing,Units,742.5398548,740.308696,751.3169944,727.4574797,713.2990456,766.5455281,832.9340833,737.5096578,724.9295126,688.4638849,659.5225783,576.8554253,586.6604275,602.4578666,519.5638389,533.3280633,468.7770169,440.6407476,404.8540759,406.0543629,369.833572,347.5286083,329.844885,294.4106009
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Pharmaceuticals, medicinal chemical and botanical products",Units,509.3322089,494.2426459,400.3759586,377.7204439,409.4177959,562.306364,568.6836551,389.0212234,363.0002044,376.4921361,384.071547,282.5450525,295.562962,299.1002467,243.2890833,302.4433767,274.5659253,249.6933446,247.487359,256.3076407,269.6770671,262.2973008,247.3725447,247.4701072
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Postal and courier activities,Units,472.3949429,438.3064422,410.7793768,398.4033797,471.756902,419.3477813,415.965586,407.5432857,542.6319271,555.5799771,525.8849909,505.913117,574.3888627,461.9066487,412.3918973,370.7244088,317.762739,274.0562411,293.7722998,276.0580923,261.7828599,272.2926971,305.8449635,342.7921171
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Professional, scientific and technical activities",Units,191.3086023,185.5596213,191.8181266,190.6040338,190.7828134,182.065753,169.2661234,134.0343801,134.4318297,131.8537962,129.0928881,119.7363319,118.1975891,109.8944633,100.4914452,104.812039,100.22232,90.43297137,89.31911594,86.82242735,78.11084157,73.91359017,72.43822095,70.40321609
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Public administration and defence; compulsory social security,Units,345.2489291,327.7303428,320.9525129,311.6117803,314.7790963,304.0684093,299.1392791,290.0414049,279.9791175,265.5973239,247.8553136,231.105452,226.7094703,215.1978931,207.459752,208.8841238,186.418186,169.1814302,162.0753858,149.5728851,132.8685329,131.512225,133.9842104,142.4302776
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Publishing, audiovisual and broadcasting activities",Units,231.6833805,221.1453824,230.3450716,209.1452578,189.2223525,245.0996735,225.6832327,159.4579951,148.8211109,129.9363358,125.4282613,120.2881106,102.9850679,96.14434975,83.05167448,79.76785417,79.66246879,74.47271949,73.01965522,72.54045772,61.83439336,58.89054386,55.10658612,55.74095887
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Real estate activities,Units,337.8498084,337.85292,296.0750553,303.8797027,245.2365223,256.9864117,259.0508347,232.2909247,240.9423933,246.2188508,247.0095398,232.1850519,191.1413719,169.8977485,158.7413515,164.385355,144.7940104,138.6216474,144.2729952,148.7925823,148.6284366,146.696414,139.9338499,138.0889444
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Rubber and plastics products,Units,570.8852072,542.6918769,669.7737272,683.3043578,704.0883512,582.0919894,647.0760635,582.8173919,525.9989993,491.5441358,473.5101784,411.572342,436.9997905,450.9177291,414.0524614,439.2411753,397.5598606,380.4439526,368.4932384,359.6298313,321.2342482,316.2009909,291.518902,271.2849471
United States,US,USA,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Telecommunications,Units,140.8142007,142.7804204,170.7139731,174.8802948,211.3843633,234.8681841,262.8940888,212.0420344,169.1788383,131.1142583,113.3819033,103.0066335,89.8664261,88.74527012,85.5582618,93.04275874,97.50635243,96.81256574,87.73683033,90.46161333,81.745874,77.32854141,73.9467978,68.29109853
