Country,ISO2,ISO3,Counterpart Country,Counterpart ISO2,Counterpart ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
United States,US,USA,"Andorra, Principality of",AD,AND,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,234336.0,311109.0,,39454.0,,,144025.0,,361460.0,1865945.0,756119.0,,321728.0,40615.0,179278.0,219873.0,8385.0,620104.0,22817.0,95291.0,172460.0,442859.0,265413.0,457402.0,103502.0,166286.0,414043.0
United States,US,USA,"Andorra, Principality of",AD,AND,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,228312.0,257457.0,,33630.0,,,133825.0,,338084.0,1760139.0,730179.0,,178932.0,35889.0,-108380.0,193415.0,-2561.0,-514614.0,383.0,-38591.0,-70070.0,-302245.0,-94421.0,-383510.0,-70058.0,-113800.0,-366769.0
United States,US,USA,Angola,AO,AGO,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,10908224.0,17423056.0,14489342.0,16859347.0,22387765.0,17457200.0,26168375.0,26680433.0,16829869.0,26666278.0,35312701.0,35747313.0,53394456.0,119505251.0,115704103.0,179748550.0,156594988.0,143339312.0,222187090.0,196449162.0,289800561.0,215096364.0,248763757.0,87852569.0,83246565.0,94794078.0,68557042.0,59064547.0,88649295.0
United States,US,USA,Angola,AO,AGO,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,6.31887242449901,6.89735282497037,11.9490296803653,9.66332234697573,4.51808563758389,5.42107704818052,5.94189819956251,3.85208114224138,3.44413700574082,9.33488915794407,5.46599126039305,12.6325497223979,12.1222316148011,9.53546845710601,14.9060882271755,13.609804555833,14.2120053541709,18.4868874691082,19.4992261269405,10.8405197296391,15.809805948588,17.6798202078243,14.5704614156281,13.2589566718262,13.5788229946521
United States,US,USA,Angola,AO,AGO,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,36736.0,,,,,27016.0,245800.0,5582.0,12675.0,27500.0,62057.0,44710.0,95756.0,117983.0,130329.0,191507.0,73355.0,33233.0,,,2816.0,,18147.0,,,45270.0,,97088.0
United States,US,USA,Angola,AO,AGO,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,0.000747620101837503,0.00750007628230556,0.000170427136445516,0.000281272884628187,0.000573286914465592,0.000701494393199494,0.000367246024444736,0.000740807216518772,0.00060511239787257,0.00134314099327033,0.00155935087776439,0.000539475222239098,0.000338288124421726,,,0.000100300099250439,,0.000697005342835364,,,0.00959646758416274,,0.00607545150709904
United States,US,USA,Angola,AO,AGO,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,17459792.0,,,,,26195391.0,26926233.0,16835451.0,26678953.0,35340201.0,35809370.0,53439166.0,119601007.0,115822086.0,179878879.0,156786495.0,143412667.0,222220323.0,,,215099180.0,,87870716.0,,,68602312.0,,88746383.0
United States,US,USA,Angola,AO,AGO,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,17386320.0,,,,,26141359.0,26434633.0,16824287.0,26653603.0,35285201.0,35685256.0,53349746.0,119409495.0,115586120.0,179618221.0,156403481.0,143265957.0,222153857.0,,,215093548.0,,87834422.0,,,68511772.0,,88552207.0
United States,US,USA,Anguilla,AI,AIA,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,348550.0,288541.0,251805.0,316153.0,476962.0,739505.0,11083244.0,437536.0,324440.0,151640.0,832212.0,1264308.0,1469818.0,6075888.0,3770484.0,1622417.0,1226238.0,3209572.0,934601.0,808070.0,2248487.0,1566050.0,1392485.0,1655628.0,5904719.0,3764965.0,1241769.0,4891082.0,3029318.0
United States,US,USA,Anguilla,AI,AIA,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,,,11.9629295532646,3.52072700464649,5.11826347371568,4.25070068625689,2.63886104441069,6.1372420665242,3.49468681669908
United States,US,USA,Anguilla,AI,AIA,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,4419.0,,2320.0,,4596.0,279121.0,89588.0,12573.0,18595.0,5108.0,5378.0,,58389.0,,420875.0,1809321.0,11305.0,1297384.0,1560545.0,711049.0,,203700.0,21087.0,27826.0,16451.0,32619.0,
United States,US,USA,Anguilla,AI,AIA,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,,,,,,6.21750271271749,0.41316484624907,1.17997677872191,1.04103188148272,5.15956874679692,
United States,US,USA,Anguilla,AI,AIA,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,256224.0,,479282.0,,11087840.0,716657.0,414028.0,164213.0,850807.0,1269416.0,1475196.0,,3828873.0,,1647113.0,5018893.0,945906.0,2105454.0,3809032.0,2277099.0,,1859328.0,5925806.0,3792791.0,1258220.0,4923701.0,
United States,US,USA,Anguilla,AI,AIA,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,247386.0,,474642.0,,11078648.0,158415.0,234852.0,139067.0,813617.0,1259200.0,1464440.0,,3712095.0,,805363.0,1400251.0,923296.0,-489314.0,687942.0,855001.0,,1451928.0,5883632.0,3737139.0,1225318.0,4858463.0,
United States,US,USA,Argentina,AR,ARG,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,247095398.0,258311865.0,254236009.0,337094242.0,381490483.0,223855632.0,231673349.0,182890237.0,144858210.0,134207065.0,163249444.0,210320305.0,220693175.0,333506042.0,516066124.0,424824574.0,477937915.0,529320721.0,469070019.0,642796811.0,593497250.0,617576407.0,647165651.0,628691601.0,535860618.0,543935266.0,379625284.0,441959026.0,498012554.0
United States,US,USA,Argentina,AR,ARG,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,6.48209068356753,4.34831553388629,4.95134321436204,4.65570951811216,9.10542523100132,5.51067853330048,4.82130667454223,5.13013891260336,4.6240738994699,5.69667330554796,6.84637591870307,7.64100460448218,6.44999143038368,5.34732557080807,4.57269556259845,6.21161160291435,5.48229145216919,6.61518999101788,7.55200116599005,6.608792780975,5.40188460419412,6.73282475449983,6.38018824993152,5.69372221436807,3.83690084037645
United States,US,USA,Argentina,AR,ARG,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,4195449.0,2192547.0,2654620.0,3216338.0,20676488.0,14193120.0,28009496.0,16499868.0,20919649.0,18841670.0,33902581.0,39911944.0,59166241.0,55402279.0,63448820.0,52060623.0,53561353.0,66361747.0,59252540.0,49330362.0,48045557.0,63265130.0,81405791.0,72561372.0,86291374.0,106169399.0,84183912.0,83534161.0,118382454.0
United States,US,USA,Argentina,AR,ARG,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,0.847015198066445,0.512868396328684,0.844575322639006,0.506674896361124,0.609546882284382,0.548520232896652,0.833560705153423,0.807133491071609,1.38339079707265,1.14942487551867,1.02704555019586,1.25951088692118,1.33609441728198,1.47376320530578,1.36199585609159,1.06262499077814,1.13233319013411,1.60232510401813,1.75048604717171,1.52267539359396,1.77501733368158,2.15919544021792,2.02447393825354,1.63064943308867,1.71127692038802
United States,US,USA,Argentina,AR,ARG,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,251290847.0,260504412.0,256890629.0,340310580.0,402166971.0,238048752.0,259682845.0,199390105.0,165777859.0,153048735.0,197152025.0,250232249.0,279859416.0,388908321.0,579514944.0,476885197.0,531499268.0,595682468.0,528322559.0,692127173.0,641542807.0,680841537.0,728571442.0,701252973.0,622151992.0,650104665.0,463809196.0,525493187.0,616395008.0
United States,US,USA,Argentina,AR,ARG,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,242899949.0,256119318.0,251581389.0,333877904.0,360813995.0,209662512.0,203663853.0,166390369.0,123938561.0,115365395.0,129346863.0,170408361.0,161526934.0,278103763.0,452617304.0,372763951.0,424376562.0,462958974.0,409817479.0,593466449.0,545451693.0,554311277.0,565759860.0,556130229.0,449569244.0,437765867.0,295441372.0,358424865.0,379630100.0
United States,US,USA,"Armenia, Rep. of",AM,ARM,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. [https://comtrade.un.org](https://comtrade.un.org). Access Date: 15-03-2022; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). [https://data.imf.org/dot](https://data.imf.org/dot). Access Date: 21-03-2022. World Economic Outlook (WEO) Database. [https://www.imf.org/en/Publications/WEO/weo-database/2021/October](https://www.imf.org/en/Publications/WEO/weo-database/2021/October). Access Date: 21-03-2022; IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,156161.0,77984.0,46931.0,523255.0,141546.0,127211.0,238691.0,272814.0,212729.0,766097.0,700291.0,1010138.0,1007866.0,776291.0,1417918.0,861407.0,384424.0,763539.0,2076019.0,854806.0,1831168.0,1365244.0,2192825.0,2050308.0,610116.0,1380547.0,578344.0,1463766.0,5634610.0
